TIPO;CATEGORIA;TAREA;DESCRIPCIÓN;VARIANTES;OBJETIVO;ESPACIO;TIEMPO TOTAL;MATERIAL;VIDEO DRIVE ID
ACCIONES COMBINADAS;INFANTIL , ALEVIN , BENJAMIN;1x1 VELOCIDAD;Iniciamos con pase del azul al rojo que devuelve para intentar cogerle. El. Azul tendrá que llegar a la zona marcada para poder hacer gol. El rojo tendrá que bordear el cono para poder robar al azul.;Realizar algún pase más antes de la velocidad.;VELOCIDAD;1/2 Campo;12;BALONES , CONOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/17UA-xBMGJ0HBmiBaTv5SXzD-alPKoH16/view?usp=share_link
ABP;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;CORNER A FAVOR N1;Trabajo de ABP, para crear acciones en córner a favor y en contra.;;ABP;1/2 Campo;10;BALONES , PETOS;
ACCIONES COMBINADAS;CADETE , INFANTIL , ALEVIN;1x1.1x2 COBERTURAS;Jugamos en dos espacios. En el de la izquierda, se juega un 1x1, si el atacante consigue superar con balón controlado la mitad del espacio, entrará un rival que realizará una cobertura para hacer una situación de 1x2 con finalización en porterías pequeñas. En el espacio de la derecha, se juega un 1x1, si el atacante consigue superar con balón controlado la mitad del espacio entrarán un rival y un compañero y se jugará una acción de 2x1 con finalización en porterías pequeñas.;Si los rivales roban, pueden marcar gol en portería de la primera mitad.;COBERTURAS;30x15;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1Ycg9_273v1QAmxYuH3pS4v2J1t7KAw-k/view?usp=share_link
ACCIONES COMBINADAS;INFANTIL , ALEVIN , BENJAMIN;2x1 VELOCIDAD;Iniciamos con pase del azul al rojo que devuelve para intentar cogerle. Saldrá en carrera con el que inicia, un compañero para jugar un 2x1. Los azules tendrán que llegar a la zona marcada para poder hacer gol. El rojo tendrá que bordear el cono para poder robar.;Realizar algún pase más antes de la velocidad.;VELOCIDAD;1/2 Campo;12;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/19AQFNlYe4Cpv6sK27coF_WV96vHTOv19/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;ACCION COMBINADA - SALIDA CENTRAL;Iniciamos portero con central, este avanzara y jugara con el medio de la banda que deja al medio centro, este abre al delantero que mete balón en profundidad al otro medio de la banda contraria que centrara y el delantero rematara. Vamos a hacer amago de ir al primer palo del delantero para rematar en el 2º.;Meter oposición;PROGRESAR;1/2 Campo;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/16_AHb9g4iDDXQjmU9M6I_uFPKbGmuW8r/view?usp=share_link
ACCIONES COMBINADAS;ALEVIN , BENJAMIN;ACCION COMBINADA ATAQUE 1-2-3-2;Creamos una jugada de ataque para el sistema 1-2-3-2, donde buscaremos que cuando el jugador de banda reciba el balón, el delantero de su lado ocupe el espacio detrás del jugador rival que salga a presionar al nuestro jugador de banda. A partir de ahí, intentaremos acabar con un centro y remate. Ocupando bien las zonas de remate.;Meter oposición;PROGRESAR;1/2 Campo;12;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/18dYMT3ud1H6gQqezIIChldXUYO4zkCM3/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;ACCION COMBINADA INICIO PORTERO + CENTRO LATERAL;Iniciamos la acción con un pase del portero, seguimos la secuencia de pases, para acabar con un pase interior y una finalización. Lo hacemos por los dos perfiles, teniendo que utilizar las dos piernas para pasar y finalizar.;Meter oposición;PROGRESAR;1/2 Campo;20;BALONES , CHINOS , PETOS , PICAS;https://drive.google.com/file/d/17_wQjK9GW3V8g2SpZc8j0LuOGqqlhHPA/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL;AMPLITUD TRAS ROBO + FINALIZACIÓN;Jugamos en el espacio central un 7x7 (depende de los jugadores que tengamos en la sesión). El equipo que tiene la posesión tiene que intentar dar 6 pases antes de abrir a banda para atacar centro lateral. Podrán entrar al remate 3 jugadores del equipo que tiene la posesión. El equipo que defiende tiene que intentar robar y marcar gol en las porterías pequeñas, si marca hay cambio de rol, sino marca siguen robando. Si el equipo rival, consigue llegar al centro, podrán entrar 2 defensores a defender el centro lateral.;Poner un defensor en las bandas, para cuando consigan jugar por fuera, que antes de centrar, tenga que jugar un 1x1.;AMPLITUD;40x20;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1PbIz8MwQlEu0v4Ix-Xw5uiuIkXzIH2rM/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;ATAQUES 2x1.4x3;Se inicia la acción con un pase al jugador que está dentro, este tendrá que aguantar el balón en su poder durante 5 segundos para jugar un 2x1. Cuando acaba la acción, entran 2 compañeros y 2 rivales para jugar un 4x3. En todas las acciones, si el equipo en inferioridad consigue robar, podrá marcar gol en portería pequeña.;;BUSCAR SUPERIORIDADES;Doble area;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/17IYbOy5Bgut6T4gZlGk61TBMhUTW-PwZ/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;ATAQUE 3x2 - 2 ZONAS;Se inicia con un ataque en superioridad de los azules (3x2) en una zona, cuando acaba la acción (no hay opción a contra), saldrán otros 5 jugadores nuevos, siendo ahora el equipo rojo el que ataque en superioridad. Previo a la participación de los jugadores, realizaran un slalom en la parte lateral de la tarea, para entrar activados a ella.;;BUSCAR SUPERIORIDADES;1/2 Campo;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1AAsMtTMpo--LvDAUxEeQXogd50FRZTc9/view?usp=share_link
ACCIONES COMBINADAS;ALEVIN , BENJAMIN;ATAQUE 5x3 - JUGADA MARCADA;Creamos una jugada de ataque para el sistema 1-2-3-2, donde buscaremos que cuando el jugador de banda reciba el balón, el delantero de su lado ocupe el espacio detrás del jugador rival que salga a presionar al nuestro jugador de banda. A partir de ahí, intentaremos acabar con un centro y remate. Ocupando bien las zonas de remate.;;BUSCAR SUPERIORIDADES;1/2 campo;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/17Si5u11yKdhU0KeH1wD5Qwq5fggVkeaN/view?usp=share_link
ACCIONES COMBINADAS;INFANTIL , ALEVIN , BENJAMIN;ATAQUES 1x0.1x1.2x1;Iniciamos con jugador de la izquierda con conducción y tiro a portería sin oposición. Cuando acaba, se queda a defender al jugador que sale del medio y se realiza un 1x1. Cuando acaban, sale el jugador de la derecha y juega con el jugador que ha salido primero 2x1 contra el segundo jugador.;;FINALIZAR;Doble area;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/173hXYmA2YpZ032_64bj8afg-aT6LQZVx/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;ATAQUES 1x0.2x1.3x1.4x2;Iniciamos un ataque de un jugador rojo solo contra el portero, teniendo que finalizar antes de entrar al área. Cuando acaba la acción, sale un compañero y un rival y jugamos un 2x1. Cuando acaba la acción sale un tercer compañero y se juega un 3x1 y para finalizar, sale un compañero y un rival y se juega un 4x2. En todas las acciones, si el equipo en inferioridad consigue robar, podrá marcar gol en portería pequeña.;;BUSCAR SUPERIORIDADES;Doble area;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16VUz14EeHQgN52KeYbBeOjMwB2Jkk7ss/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;ATAQUES 1x0.2x1.3x2;Se inicia un ataque del jugador central solo contra el portero, teniendo que finalizar antes de entrar al área. Cuando finaliza, salen 2 amarillos y se juega un 2x1, cuando acaba la acción, salen dos compañeros rojos y se juega un 3x2. En todas las acciones, si el equipo en inferioridad consigue robar, podrá marcar gol en portería pequeña.;;BUSCAR SUPERIORIDADES;Doble area;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/19H9s7BKdQdgFR-5Tqr4nfj9kpi64IwUr/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;ATAQUES 1x1.2x1.2x2.3x2;Se inicia un ataque del jugador central solo contra el portero, teniendo que finalizar antes de entrar al área. Cuando finaliza, salen dos rivales y se juega un 2x1, cuando acaba la acción, sale un compañero y se juega un 2x2. Cuando acaban la acción, sale otro rival y se juega un 3x2. En todas las acciones, si el equipo en inferioridad consigue robar, podrá marcar gol en portería pequeña.;;FINALIZAR;Doble area;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1ADr91442v9N9U6FJvoeUGg2DUOX6mYqR/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;ATAQUES 1x2.3x2;Iniciamos con un pase del jugador rojo al que está dentro de la zona de juego, tendrá que proteger el balón durante 4 segundos con la presión de los 2 rivales. Si consigue aguantar, a los 4 segundos entrarán sus 2 compañeros para hacer un 3x2. Si no lo consigue se jugará un 2x1 teniendo amarillo 10 segundos para marcar en portería pequeña.;;BUSCAR SUPERIORIDADES;Doble area;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16Q-BJJEmEy68FOAmr-LAYKOkIShoEv8g/view?usp=share_link
ACCIONES COMBINADAS;CADETE , INFANTIL , ALEVIN , BENJAMIN;ATAQUES 2x1 PASILLOS INTERIORES;Jugamos en dos espacios. Iniciamos con pase a jugador alejado que deja de cara para que se inicie el ataque 2x1. Habrá que desmarcarse en la zona del pasillo interior para filtrar pase y poder finalizar. Hay fuera de juego.;Cambiaremos de zona cada serie.;DESMARQUES DE APOYO;1/2 campo;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/18Wh_BXwqyC8TraDoQQuRfrQPgcaUqy5-/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;ATAQUES 2x2.1x1;Se juega un 2x2 en la zona de doble área, cuando acaba la acción (los defensores pueden robar y marcar gol en porterías pequeñas) los atacantes tendrán que ir a las zonas laterales a defender el 1x1, pudiendo si roban, marcar gol en porterías pequeñas.;;TRANSICIONES DEFENSIVAS;1/2 campo;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1A4t2hzyWeVYgjL9ClnPCtkDLM9mCwiY2/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;ATAQUES 3x2;Se juega un ataque 3x2 siendo rojo equipo que ataca en superioridad. Buscamos amplitud, fijar, finalizar rápido. El equipo que defiende en inferioridad, si consigue robar o el portero atrapa el balón, tienen 10 segundos para marcar gol en porterías pequeñas.;;BUSCAR SUPERIORIDADES;Doble area;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/17mRTEKBQ-1KRfuAW_Cw7kwQs4oSoZbfI/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;ATAQUES 3x2 DOBLE;Iniciamos con pase largo por la zona de banda, para que el jugador que sale en carrera ponga un centro al área donde se jugará un 2x2. Cuando acaba la acción portera inicia de nuevo con jugadores rojos para realizar un ataque 3x2 a las porterías pequeñas, en esta segunda acción, los azules si roban tendrán 10 segundos para marcar en portería grande.;;VERTICALIDAD;1/2 campo;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16dC430qi_KdPwHa1a1l2VatmjgOCYtLA/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;ATAQUES 3x2.2x1;Iniciamos un ataque 3x2 azul en superioridad, el jugador que finaliza se queda a defender a los 2 rojos. Esta acción la inicia el entrenador dando balón a los rojos, a no ser que haya robo de uno de los jugadores rojos, en ese caso, se jugará con el mismo balón. Cambio de rol, 2 series cada equipo.;;TRANSICIONES DEFENSIVAS;Doble area;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/19JZNR554RsbqKwryUKpSUrueU4znTWoL/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;ATAQUES 3x2.4x3;Iniciamos la acción con un ataque 3x2 de los rojos en superioridad. Cuando acaba la acción, salen 2 amarillos y se juega un 4x3. En todas las acciones, si el equipo en inferioridad consigue robar, podrá marcar gol en portería pequeña.;;BUSCAR SUPERIORIDADES;1/2 campo;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/19i9e4JBphXSQV0b2EWT0uKZRaSJJVH1F/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;ATAQUES 3x2+1;Se inicia la acción con un ataque 3x2+1 donde a los 4 segundos saldrá otro defensor para ayudar y que se convierta en un 3x3. El equipo en inferioridad, si roba, puede marcar en porterías pequeñas.;;ATAQUE RAPIDO;Doble area;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/18jTpp7WmGa3HrswSImCbucpteexVN9Zi/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL;ATAQUES 3x2+1 INICIO DE BALÓN LARGO;Se inicia la acción con un pase en largo al jugador lejano, a partir de ahí, se mueven los compañeros y rivales para empezar una acción de ataque 3x2+1 donde a los 4 segundos de recibir el balón el jugador alejado, saldrá otro defensor para ayudar y que se convierta en un 3x3. El equipo en inferioridad, si roba, puede marcar en porterías pequeñas.;;BUSCAR SUPERIORIDADES;Doble area;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/191GdLCpuYPfkMKyWg5IZW2NCsbrNP6wY/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL;ATAQUES 4x3.1x1;Jugamos un ataque 4x3, donde el que inicia tiene que dar un pase obligatorio antes de entrar en la zona gris. Los demás compañeros tendrán que crear líneas de pase para poder recibir, el delantero, tendrá que fijar a los 2 rivales para liberar a un compañero. Cuando acaba la acción, los 2 últimos que tocan el balón tienen que defender el 1x1 en velocidad, el que ataque en el 1x1 no puede salir hasta que el rival ha llegado a su altura.;;TRANSICIONES DEFENSIVAS;1/2 campo;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/19xWLPvZxro-cj6Ag6HCY7h5NKc_XNZab/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL;ATAQUES 5x3.6x5;Se inicia con un ataque 5x3 con superioridad de equipo amarillo. Cuando acaba la acción, saldrán 3 rojos y se cambiará la polaridad del ataque para jugar un 6x5. En todas las acciones, si el equipo en inferioridad consigue robar, podrá marcar gol en portería pequeña.;;BUSCAR SUPERIORIDADES;3/4 campo;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16mJQsgyDqDO8kaQ-GY3-EyIg63LTGHzG/view?usp=share_link
ACCIONES COMBINADAS;ALEVIN , BENJAMIN , PREBENJAMIN;ATAQUES SUPERIORIDAD, IGUALDAD O INFERIORIDAD;Colocamos 5 postas y las numeramos. 1-2-3 serán de ataque y 4-5 defensa. Hacemos dos grupos, unos atacan otros defienden. El entrenador dirá números y saldrán los jugadores de las postas con esos números. Podemos trabajar el ataque en igualdad, superioridad e inferioridad. Cada serie se cambia de rol.;;FINALIZAR;1/2 campo;15;BALONES , CHINOS;https://drive.google.com/file/d/16el5bpC23iGg6FAfcsnG6wTb_ILeQ4jJ/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL;CENTROS LATERALES;Inicia el portero con un pase con la mano/pie al jugador de banda, que, tras un control, tiene que centrar a la portería contraria. El centro se juega un 2x2. Cada pareja tiene que hacer un ataque y una defensa. Siempre inicia con jugador de banda el portero. Cada serie cambio de portería.;;CENTRO Y REMATE;Doble area;15;BALONES , PETOS , PORTERIA REGLAMENTARIA;https://drive.google.com/file/d/16zPuLVq2CkzvuXvDX75isXE3KJFVSo4z/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL;COBERTURAS Y REPLIEGUE;Se juega un 6x4 con 2 jugadores fijos en las bandas. Los defensores saltarán a la presión del poseedor y los demás realizarán coberturas, a la señal del entrenador, el equipo atacante, lanzara un balón largo a uno de los jugadores de banda para realizar un ataque rápido. Los defensores tendrán que realizar un repliegue intensivo.;Que den el pase largo cuando ellos quieran.;COBERTURAS;1/2 campo;12;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/1APZdGfHCQIrbHSoDnsU1El5AO3q84SqU/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;COMPETICIÓN DE CENTROS LATERALES;Se realiza una pared en la banda, para realizar un centro, al remate entraran 3 jugadores. Para que el gol valga, tiene que ser un remate al primer toque. Cada acción de un lado gana el equipo que más goles consigue. La última serie, metemos oposición (un jugador).;;CENTRO Y REMATE;Doble area;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/17Urc0JRN45fKU71XPbiabOgnK4PHc8OK/view?usp=share_link
ACCIONES COMBINADAS;CADETE , INFANTIL , ALEVIN , BENJAMIN;CONDUCCIÓN + 1x1;Inicia un jugador rojo en conducción, a la altura del cono, tiene que hacer gol en la portería pequeña. Cuando dispara, tiene que ir rápido a defender un 1x1 contra el jugador amarillo. Cada serie cambio de rol.;;CONDUCCIÓN;20x20;15;BALONES , CONOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/17LT8PlmrRH8oS8P2tZKfdK86gA8L7eAX/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;FINALIZACIÓN + 1x1;Se inicia a la vez desde los dos lados. Realizamos la rueda de pases en las dos zonas, finalizando en portería pequeña (precisión). El jugador que finaliza en portería pequeña tiene que ir rápidamente a la zona central, para jugar un 1x1. El que llega primero ataca y el otro defiende.;;FINALIZAR;1/2 campo;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16wiW4BN06GmdQktrFy6ne_XX_LdwmXdX/view?usp=share_link
ACCIONES COMBINADAS;ALEVIN , BENJAMIN , PREBENJAMIN;FINALIZACIÓN + 2x1;Se juega en dos zonas. En la roja, se realiza una secuencia de pase para acabar con un disparo a portería. Cuando acaba, se juega un 2x1 en la otra zona, donde el primero que recibe, tiene que dar un pase obligatorio a su compañero para poder iniciar el ataque.;;FINALIZAR;Doble area;15;BALONES , CHINOS;https://drive.google.com/file/d/18eJNkzc7qr-U49jpnK5fPH_eTOiiL8cx/view?usp=share_link
ACCIONES COMBINADAS;ALEVIN , BENJAMIN;PAREDES + 1x1;Inicia el jugador central con el jugador de la derecha, que le devuelve y se preparar para realizar un desmarque de ruptura. Cuando el jugador de la izquierda devuelve a jugador central tendrá que defender. El jugador central pasar el balón al espacio al jugador de la derecha que podrá finalizar antes de llegar al área grande.;Si el defensor no llega a coger al atacante, este cuando llega al área podrá hacer un 1x1 con el portero.;PAREDES;1/2 campo;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/1876OBlsp51ydFDQ0gcWVCxiOaG-rYiUy/view?usp=share_link
ACCIONES COMBINADAS;INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN , SALA;PIEDRA, PAPEL O TIJERA + 1x1;Salen dos jugadores a la vez enfrentados. Se hace una pequeña coordinación entre los aros y se llega el cono central. Ahí, se juega un piedra, papel o tijera. El que gana ataca y el que pierde defiende.;;REGATE;30x15;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1706aYfEUvK0sB5QD8lA12MyaoAeYmil3/view?usp=share_link
ACCIONES COMBINADAS;INFANTIL , ALEVIN , BENJAMIN;PROTEGER + 2x1;Iniciamos con pase al compañero que está en la zona marcada en el centro. Cuando recibe, el defensor tiene que entrar en ese espacio e intentar robar el balón. El atacante tendrá que protegerlo durante 4 segundos, si lo consigue, entrará un compañero para jugar un 2x1. El defensor si roba podrá marcar gol en porterías pequeñas.;Quitamos al segundo atacante y a los 4 segundos se jugará un 1x1.;PROTECCIÓN;20x20;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16cB2pvXByi2Ngkzu9A0OWyzkb4Aps3qu/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;REGATE 1x1;Se inicia con 1x1. El que atacaba, tiene que defender el siguiente ataque. Cada jugador realiza una acción de ataque y otra de defensa. Tiene que ser rápido, dinámico.;;REGATE;15x15;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/18RUgJ-dbvR3f3MiCM5GnQ07BXsYg9i8T/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;REGATE 1x1 - 2 ESPACIOS;Se inicia con 1x1 en una de las zonas. El que atacaba, tiene que defender el siguiente ataque, pero en la otra zona. Cada jugador realiza una acción de ataque y otra de defensa.;;REGATE;20x10;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16sBwsJrnjqMjDrkQZtbRxlJ6m8OzT5F1/view?usp=share_link
ACCIONES COMBINADAS;CADETE , INFANTIL , ALEVIN;REGATE 1x1 + FINALIZACIÓN;Sale un jugador con balón conduciendo y un rival sin balón, en mitad del camino, el que conducía deja el balón para el rival que saldrá en conducción a atacar la portería y el primero tendrá que defender la acción. Cada acción inicia un equipo.;;REGATE;1/2 campo;12;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/19D4qNSFEk2_ie8N5C5RXRoypYLg-YSkr/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL;REPLIEGUE 2x2;Se inicia la acción con un 2x2 (no hay opción a contra) el jugador que toca por última vez el balón tiene que dar la vuelta al cono más lejano de su portería (da igual el lado) para volver a ayudar en repliegue a su compañero. Cada pareja realiza un ataque y una defensa. Los que atacan tienen que aprovechar el tiempo que le cuesta al rival replegar para intentar marcar gol.;;REPLIEGUE;Doble area;20;BALONES , CHINOS , PETOS , PORTERIA REGLAMENTARIA;https://drive.google.com/file/d/18_yYh9tH-pc_WnmbNUzaihnN1F5Hiuyu/view?usp=share_link
ACCIONES COMBINADAS;INFANTIL , ALEVIN , BENJAMIN;RUEDA PASES CRUZADOS + 1x1;Iniciamos los dos grupos a la vez, los pases se van a cruzar, hay que dar esa pausa para que no se choquen, levantar la cabeza, mirar al compañero que va a recibir el pase. Cuando se completa, acabamos con 1x1 en el espacio marcado.;;PASE;40x40;15;BALONES , CHINOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16oQLqxWumE4pe4MGC_WUZwEk3rS_foy9/view?usp=share_link
ACCIONES COMBINADAS;CADETE , INFANTIL , ALEVIN;SAQUES DE BANDA Y ATAQUE EN SUPERIORIDAD;Jugamos en 3 zonas para trabajar el saque de banda y su continuidad. Primero nos centramos en la ejecución del saque de banda. En cada espacio se realizará una continuidad diferente.;Si el defensor roba, podrá marcar gol.;SAQUE DE BANDA;30x15;12;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16W3W_rO3Sb8ZoVHB0iryLQbK-iK95HPs/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;SUPERIORIDAD EN BANDA + FINALIZACIÓN;Se inicia primero en un lado y a los 5 segundos en el otro. Buscamos superioridades en banda para acabar en porterías pequeñas. El jugador que inicia sale en carrera para realizar un disparo a portería grande tras dejada de su compañero.;Contar los goles que consigue cada equipo. Os defensores en inferioridad, si roban y marcan su gol valdrá doble.;BUSCAR SUPERIORIDADES;1/2 campo;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/18kZbK9lhH4aH_UD9fv3F9Akf2GlZeEow/view?usp=share_link
ACCIONES COMBINADAS;SENIOR , JUVENIL , CADETE , INFANTIL;TRIANGULACIÓN 1x1;Se inicia por los dos lados a la vez. Se realiza la secuencia de pases y se acaba con 1x en portería grande. Si el defensor consigue robar, puede marcar en portería pequeña.;;FINALIZAR;Campo entero;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1A1K3HEk9TyfqYOTE2pBtV0fqCE3BK8K0/view?usp=share_link
EVOLUCIONES;INFANTIL , ALEVIN , BENJAMIN;DEJAR DE CARA CON INICIO DE PORTERO;Inicia el portero con un pase con la mano y los siguientes pases se harán con un movimiento previo de desmarque, para dejar de cara y progresar. Importante el momento del desmarque, que no sea muy pronto para no estar quieto esperando.;;DEJAR DE CARA;1/2 campo;12;BALONES , CHINOS;https://drive.google.com/file/d/19l6cV5jxp2LXRjlFQSGwdDfDDIcvwyTR/view?usp=share_link
EVOLUCIONES;SENIOR , JUVENIL , CADETE , INFANTIL;DESPEJE CENTROS LATERALES;Trabajo específico para defensas. Trabajaremos el despeje, ya sea de cabeza o con el pie de centros laterales y frontales. Los defensores tendrán que despejar el balón a zonas menos peligrosas. Trabajo también de coberturas al compañero.;;DEFENSA CENTROS LATERALES;1/2 campo;15;BALONES , CHINOS;https://drive.google.com/file/d/16nxg7Cf9vSurWyK38Dkf7U1NWf_MYsN6/view?usp=share_link
EVOLUCIONES;SENIOR , JUVENIL , CADETE , INFANTIL;DESPEJE DE CABEZA + EVITAR GOL;Se inicia con un saque de banda, que trabajaremos la correcta ejecución. El saque de banda ira dirigido a una de las porterías, el defensor tendrá que evitar el gol con la cabeza y rápidamente tratar de evitar el gol en la otra portería con el pie. El primer despeje de cabeza, pondremos una portería. Orientada hacia dónde queremos que el defensor mande el despeje.;;GOLPEO DE CABEZA;50x25;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16tMhURUSzfKcCGmlEUBCK45CmlJ5rtp3/view?usp=share_link
EVOLUCIONES;SENIOR , JUVENIL , CADETE , INFANTIL;DESPEJE DE CABEZA + SALIDA;Trabajo específico para defensas. El jugador que despeja tendrá que acercarse a los jugadores laterales para despejar un balón aéreo con la cabeza y en el jugador central, controlar un pase hacia una de las porterías, conducir y pase de precisión a la portería.;;GOLPEO DE CABEZA;1/2 campo;15;BALONES , CHINOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/17aU_580db79XJ3IcyF1gBJO7gsd6fbVm/view?usp=share_link
EVOLUCIONES;SENIOR , JUVENIL , CADETE , INFANTIL;DESPEJES + TAPAR CENTRO LATERAL;Trabajo específico para defensas. Los jugadores que defienden tendrán que despejar dos centros laterales, recibir un pase, conducir y pase de presión a las porterías pequeñas y por último tapar el centro lateral. En esta última acción no pueden robar, solo tienen que tapar y evitar que el rival centre.;;DESPEJES;1/2;15;BALONES , CHINOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16U53LTPVERSZkBJDgBbjwanfyYIsUQ1Z/view?usp=share_link
