TIPO;CATEGORIA;TAREA;DESCRIPCIÓN;VARIANTES;OBJETIVO;ESPACIO;TIEMPO TOTAL;MATERIAL;VIDEO DRIVE ID
JUEGO LÚDICO;CADETE , INFANTIL , ALEVIN , BENJAMIN;PIEDRA, PAPEL O TIJERA - TIRO O 1x1;Jugamos por equipos. Dos equipos juegan piedra, papel o tijera y el otro espera en la zona de 1x1. El ganador del piedra, papel o tijera, tendrá que ir a disparar a portería grande, el perdedor, tendrá que ir a defender el 1x1 en la zona marcada. Si consigue robar puede marcar gol.;;REGATE;Doble area;12;AROS , BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1A1Jl1DN0imCkaRmiFfymRNscLrBgNnq5/view?usp=share_link
JUEGO LÚDICO;BENJAMIN , PREBENJAMIN , SALA;SUMAS Y RESTAS;Jugamos por parejas, se colocarán enfrentados. El entrenador dirá una operación matemática y si es par o impar, tendrán que moverse a un lado u otro.;;CONCENTRACIÓN;10x5;12;CHINOS;
JUEGO LÚDICO;INFANTIL , ALEVIN , BENJAMIN;TE DOY CON EL BALÓN;Jugamos por grupos de 4-5 jugadores. Cada jugador tiene asignado un número. Cuando el entrenador diga un número, el jugador que lo tenga, tendrá que coger el balón (que estará en el centro del grupo) lo más rápido posible y sin moverse del sitio, intentar dar a un compañero con el balón. Los compañeros, tendrán que irse lo más rápido posible para no recibir el balonazo. Iniciamos el juego de diferentes maneras, sentados, tumbados...;;VELOCIDAD REACCIÓN;5x5;10;BALONES , CHINOS;https://drive.google.com/file/d/19o4yfXcreqbZeJxh6xyKVSP-WQBdFf2C/view?usp=share_link
JUEGO LÚDICO;INFANTIL , ALEVIN;TOCAR CONO + GOL;Jugamos por parejas. Cada jugador tendrá que tocar los conos en el orden que diga el entrenador. Cuando toquen todos los conos, tendrán que ir a su portería y marcar gol lo antes posible.;;VELOCIDAD REACCIÓN;15x15;12;BALONES , CHINOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/17qK4O9Wjv-K221JvTsvO_pV77bFyDWSV/view?usp=share_link
POSESIÓN;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;12x3 POR EQUIPOS;Jugamos en 3 equipos. Uno roba y los otros 2 mantienen posesión. Robamos por tríos, máximo 2 jugadores en zona activa. Cada 10 pases se cambian el trio que roba. Contamos los robos de cada equipo. Los jugadores que participan por dentro tendrán que participar en dos espacios, girar rápido, crear líneas de pase...;;MANTENER;20x20;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/1ACNKT_AHFcRJGUDRbLvSuBu1You8IjHw/view?usp=share_link
POSESIÓN;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;12x4 - 4 ZONAS;Jugamos en 4 equipos. Uno roba y los otros 3 mantienen posesión. Los que roban, máximo 2 jugadores en zona activa. Cada 10 pases 1 punto, el equipo que más punto reciba pierde. Los jugadores que participan por dentro tendrán que participar en dos espacios, girar rápido, crear líneas de pase...;;MANTENER;20x20;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/1ARxSRnmX5cmGdQXpb3Cza1J3cIeitf2D/view?usp=share_link
POSESIÓN;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;CALENTAMIENTO 3 EQUIPOS;Jugamos en el mismo espacio 3 equipos con 3 balones, se tiene que pasar entre los jugadores del mismo equipo. A la señal, se juega con un balón y dos de ellos mantienen posesión, el otro intentara robar. Cuando hay una perdida, el equipo que ha perdido la posesión, pasa a robar. Incidir en asegurar la posesión tras recuperar, para no tener que seguir robando en inferioridad. Si uno de los equipos la saca fuera, cuenta como medio fallo, al segundo pasaría a robar.;;MANTENER;50X30;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/17mpTdwLyhS-h7IfaAupWHysW2i5v12-x/view?usp=share_link
POSESIÓN;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;POSESIÓN 3 EQUIPOS;Jugamos en el mismo espacio 3 equipos. Dos de ellos mantienen posesión, el otro intentara robar. Cuando hay una perdida, el equipo que ha perdido la posesión, pasa a robar. Incidir en asegurar la posesión tras recuperar, para no tener que seguir robando en inferioridad. Si uno de los equipos la saca fuera, cuenta como medio fallo, al segundo pasaría a robar.;;MANTENER;40x30;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/17JwrmNgGLY3DPJRgc02ehiCBuGwsrXdH/view?usp=share_link
POSESIÓN;SENIOR , JUVENIL , CADETE , INFANTIL;POSESIÓN 4x2 JUGAR CON ALEJADO;Jugamos en un espacio dividido en 4 y 3 equipos. El equipo que roba tendrá 2 jugadores en la zona activa de juego y los otros dos tendrán que moverse para intentar que no jueguen con el equipo que no tiene posesión ni defiende. El equipo que tiene posesión tiene que dar mínimo 5 pases para poder jugar con el equipo que no defiende. Si lo consigue el equipo que defendía sigue robando y los jugadores del equipo neutro se juntan en una zona. Si no lo consiguen serán ellos los que pasen a robar. Siempre una zona del espacio estará libre.;Limitar toques o ampliar o reducir los pases a dar por los equipos.;JUGAR CON ALEJADO;30x30;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/18nJCVfxAE7UGgqrjS4vTNb_NAqZkmEXF/view?usp=share_link
POSESIÓN;SENIOR , JUVENIL , CADETE , INFANTIL;POSESIÓN 4x2.6x4;Jugamos en 2 espacios. En el pequeño, se juega un 4x2, cada 10 pases son un punto. Si hay robo, los que roban tienen que conectar con los compañeros que esperan en la zona grande. Si consiguen conectar y dar 10 pases, tienen un punto. Cada serie cambio de rol.;;MANTENER;40x20;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/184pyJTephjm0wlshrCeVKKLq966OOLWo/view?usp=share_link
POSESIÓN;SENIOR , JUVENIL , CADETE , INFANTIL;POSESIÓN 8x3;Jugamos por tríos + 2 comodines. Se divide el campo en 3 zonas, la zona central será ocupada por los comodines. Cada trio roba por tiempo. Tenemos que intentar dar 5 pases en una zona o conectar con uno de los comodines para poder cambiar el balón de zona. Los que roban, máximo 2 en la zona activa, el otro, tendrá que estar atento para cuando haya cambio de zona.;;JUGAR CON ALEJADO;10x25;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/16veqr0CNDSEWTjKNrFJEanAojQnMhITb/view?usp=share_link
POSESIÓN;CADETE , INFANTIL , ALEVIN;POSESIÓN 8x5 POR POSICIONES;Dividimos el campo en las zonas marcadas. Trabajo para un sistema 1-2-3-2. En los fondos jugaremos 2x1, en una de ellas tendrán el apoyo del portero. En la zona central jugaremos un 3x1 y dejaremos un jugador solo en los laterales. Vamos a intentar llevar el balón desde la zona del portero a la zona del delantero, combinado y buscando superioridades numéricas, sobre todo en banda. Los jugadores de banda pueden entrar a la zona central a ayudar al médico centro, pero solo uno de ellos. Uno de los centrales o el delantero, puede entrar en las bandas para hacer superioridad 2x1 (uno de los de la zona central, podrá entrar a defender esa superioridad). Cuando llegamos a la zona del delantero, podrán entrar un compañero para hacer un 2x2 e intentar finalizar en portería pequeña.;;PROGRESAR;40x30;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/18e-7e7uBPzOm0OW2romoEWdFqEBYAntg/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL;RONDO + OLEADA CON CENTRO LATERAL;Jugamos en el espacio pequeño un 6x2. Si el equipo que defiende roba, puede marcar en porterías pequeñas. Si el equipo que mantiene consigue dar 6 pases, tiene que abrir el balón a la banda para realizar un centro lateral. Jugaremos un 4x3+1, este último saldrá 3 segundos más tarde a defender, el centro lateral. Cambiamos de rol cada serie.;;CENTRO Y REMATE;3/4 campo;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/18geRiY5h0WrXuUdHGzfNlwqcBYXHbkL2/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL;RONDO 3 EQUIPOS + CENTRO LATERAL;Jugamos un rondo 3 equipos. El equipo que roba tiene 2 jugadores por fuera a la espera de que haya un robo. Cuando se produzca el robo, tienen que jugar con los de fuera para realizar un centro y remate. El equipo que ha perdido el balón debe meter en la zona de defensa 2 jugadores y el equipo que ha robado puede meter 3 jugadores al remate. Cada serie cambiamos de rol.;;CENTRO Y REMATE;30x20;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/19GGFM6vUKc3N1aHzBqDrxO7OuZfsiWd_/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;RONDO 3º HOMBRE;Tarea para buscar la aparición del 3º hombre. Jugamos en un espacio rectangular y alargado, para favorecer esto. Tenemos que conseguir llevar el balón de fondo a fondo apoyándonos en los jugadores laterales. Jugamos por parejas y cada pareja robara un tiempo determinado.;;CREAR LÍNEA DE PASE;30x20;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/19mBoEMOZ0b_o6gC-JyhLFwFWQKsVvljT/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;RONDO 3x1 + 2;Jugamos en 2 espacios de 10x10m. Se juega un 3x1, si hay 10 pases se cambia de jugador que roba, si hay robo antes de los 10 pases, tiene que conectar con sus compañeros y pasara a robar al otro espacio, el que ha perdido el balón.;;JUGAR CON ALEJADO;10x10;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/17ePKPCyx_1E_DRSUyVMWfJn0AR1YeojM/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;RONDO 3x1 + 3x0;Jugamos en dos espacios, en uno un 3x1 donde los. Jugadores que están por fuera, tienen que ocupar espacios libres para dar continuidad en el juego. El jugador que pierde el balón tiene que ir a robar al espacio donde están el 3x0. En ese espacio, los 3 jugadores tocaran el balón rápidamente para esperar al jugador que llegue a robar.;Si en el espacio 3x1 se dan 10 pases, el jugador que está robando tendrá que cambiar de espacio para robar.;MANTENER;10x10;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/16c3AkjvgWBP5hFwzt3QsOz_yX9THwaMG/view?usp=share_link
RONDO;ALEVIN , BENJAMIN;RONDO 4x1;Jugamos 4x1, el que pierde balón va a robar. Jugamos con los toques. A uno, a dos, a 1/2 según lo que haga el compañero. Obligando a jugar con otro compañero que no sea el que te ha dado el pase. Buscar opciones para trabajar diferentes formas.;;MANTENER;10x10;12;BALONES , CHINOS;https://drive.google.com/file/d/177FjtDVmmIsvOrTQXxzD97BzxTmnQ1JK/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;RONDO 4x2+1;Jugamos en dos espacios de 10x10m. Cuando se consiguen dar 5 pases en un espacio, hay que conectar con alejado. Y se mueven los jugadores al otro espacio. Si se han conseguido los pases, siguen robando los mismos, si hay robo, tienen que conectar con alejado y robaran el que ha perdido el balón y el que le ha dado el pase.;;JUGAR CON ALEJADO;10x10;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/17-YquVkySo5j3PpdpJul3psNufXUfHsk/view?usp=share_link
RONDO;INFANTIL , ALEVIN , BENJAMIN;RONDO 5x2;Jugamos un 5x2 con un jugador por dentro dando apoyo. Nos centramos en la figura de ese jugador. Intentamos que entienda por donde tiene que dar el apoyo al compañero. Mejor que sea a la espalda del rival, para dar continuidad rápida al juego. Que tenga paciencia para esperar que el balón llegue donde está el. Si su equipo consigue conectar con él a la espalda del rival, consigue un punto. Robamos a tiempo.;;MANTENER;12x12;15;BALONES , CHINOS;https://drive.google.com/file/d/17w3haA5GVHrB57qUiut-EBJyehH0_mCa/view?usp=share_link
RONDO;JUVENIL , CADETE , INFANTIL;RONDO 5x2 + 1x1;Se juega un 5x2 en la zona central. El equipo que roba tendrá dos jugadores en zona exteriores para atacar un 1x1. Cuando se produce robo, el jugador que pierde el balón y el que le ha dado el pase, tendrán que ir rápidamente a las zonas exteriores a defender el 1x1. Si el equipo en posesión da 10 pases, se cambiarán los dos jugadores que estaban robando.;;TRANSICIONES DEFENSIVAS;25x20 - 20x10;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1APD6I7bb-8CNpzZWZkWlf2G-MsCcFCrF/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;RONDO 5x3 (1+1+1);Jugamos en la zona pequeña un 5x1, con un jugador apoyando por dentro. Cada 4 pases, entra un rival a intentar robar, para acabar con un 5x3. Si el equipo que mantiene consigue 10 pases en el 5x3 consigue un punto, si el equipo en inferioridad roba, tiene que intentar marcar gol en porterías pequeñas.;;PRESIÓN;15x15 - 20x20;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/18wS8rPDXecSAokf2XWucHy_uGzrkerlX/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;RONDO 5x3.3x1;Jugamos en el espacio grande un 5x3, cuando dan 10 pases los azules, 2 jugadores irán a intentar robar en el 3x1, en este espacio los azules a los 10 pases pueden marcar gol en portería pequeña, el rojo si roba también. Si en el espacio grande hay robo de un jugador rojo, los otros dos serán los que pasen a robar al espacio pequeño (3x1). Cada serie se cambian los 3 que roban.;;TRANSICIONES DEFENSIVAS;25x20 - 10x10;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/17I3e86nN_R-53mhKVP-bZL2_lPWJUpUz/view?usp=share_link
RONDO;JUVENIL , CADETE , INFANTIL;RONDO 5x2.4x2 EN 4 ZONAS;Dividimos el espacio en 4 zonas. Las zonas exteriores serán de 15x5 y las centrales de 10x15. En las zonas exteriores ponemos, en unas 2 centrales y en la otra un central. En las zonas centrales, jugarán dos bandas y un médico centro que tendrán que ir cambiando de zona. La pareja que presiona, serán los delanteros. Trabajaremos la salida con dos centrales y con un central. Si conseguimos dar 5 pases y superar al rival, podremos jugar con la otra zona. Si el equipo que presiona recupera el balón, tendrá que intentar meter gol en porterías pequeñas, desde la zona exterior y jugando contra los centrales solo. Si el equipo que mantiene pierde el balón, pero lo recupera en zona central, podrán seguir jugando.;;PROGRESAR;40x25;20;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/1ADfGlw8frrjOCN4jOYdJBMvTVM4N73Ll/view?usp=share_link
RONDO;CADETE , INFANTIL , ALEVIN , BENJAMIN;RONDO 6x2;Jugamos un rondo todos dentro del espacio (6x2). Jugamos por parejas, la pareja que pierda la posesión del balón pasa a robar.;;MANTENER;20x20;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/1A7B8WJNw_cjC0HN3MzMfki-tF9wE7Uh2/view?usp=share_link
RONDO;JUVENIL , CADETE , INFANTIL;RONDO 6x2 - 2 ESPACIOS;Jugamos en dos espacios de 10x10m. Tenemos dos jugadores en la zona central, que participaran en ambos espacios. Tenemos que conseguir dar 5 pases en la zona activa para jugar con alejado y jugadores laterales y centrales se cambiaran de zona. Dejando un jugador alejado en la zona no activa. Se roba por parejas y a tiempo.;;JUGAR CON ALEJADO;25x15;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/1ABsVCXF9S8jhUR35ODxgimD1IJzHsBPC/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL;RONDO 6x3;Jugamos por tríos. Dos tríos ocupan posiciones exteriores del espacio y un trio roba dentro. En la zona activa, solo podrán estar presionando 2 jugadores del trio que está robando para jugar un 3x2. El trio de la zona no activa, podrá apoyar en la zona central para hacer un 4x2. No podrán estar en esa zona mucho tiempo, buscamos crear superioridad desde la sorpresa. Aparezco, apoyo y me voy. Cuando hacemos 5 pases en una zona, tenemos que conectar con la otra zona. Los tríos roban por tiempo.;;JUGAR CON ALEJADO;30x20;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/17sbOQHXlxlrisvGZvtQPEb80w4RnHiVI/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL;RONDO 7x3;Jugamos 3 equipos. Un equipo por fuera (4 jugadores) y dos por dentro jugando un 3x3. Trabajamos la creación de líneas de pase en igualdad numérica. Buscar espaldas de rival para recibir solo. Paciencia en ocupar bien los espacios.;;MANTENER;40x30;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/19Wj4NQYhaGTWc5IZM3OSaQwErYCQQgx-/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;RONDO LÚDICO;Ocupamos el circulo central y dentro intentaran robar 3 jugadores. Se jugará a 1 o 2 toques (ir cambiando) entraran a robar el que pierde el balón y los dos que tenga al lado.;;DIVERSIÓN;Circulo central;15;BALONES;https://drive.google.com/file/d/19k3MTcLHI8rdImVWS9C1JLiE529VK0Up/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;RONDO PRESIÓN TRAS PERDIDA;Jugamos por parejas. 3 parejas mantienen la posesión y 1 pareja intenta robar. Cuando haya una perdida, la pareja que haya perdido el balón, tendrá que intentar que la pareja que lo ha robado marque gol en cualquiera de las porterías pequeñas. Incidir en la presión tras perdida, para evitar el gol. Si hay gol, cambiamos de rol, los que estaban robando pasan a mantener. Las parejas que no intervienen en la perdida no participan en la presión. Dejaremos 10 segundos para intentar marcar gol.;;PRESIÓN;30x20;20;BALONES , CHINOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/18F7i41OxsdVdqX8244zim3Fm0Sm4gLGA/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;RONDO PROGRESAR;Jugamos un 4x1 en la primera zona. Cuando damos 4 pases, tenemos que conectar con el jugador que espera en la segunda zona y movernos para ocupar los espacios de esa zona. Lo mismo para llegar a la tercera zona. Si se completan las 3 zonas, el que está defendiendo volverá al inicio a robar. El que pierde balón pasa a robar.;;PROGRESAR;10x10;20;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/19OHqlCmUUJwGbNo2a1FlRBzP0MvUvydL/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL;RONDO ZONA PROHIBIDA;Jugamos un rondo 5x3 con un espacio central al que no pueden entrar los defensores y solo podrá estar un jugador de los que mantienen posesión. Contaremos las veces que consiguen jugar con el jugador central.;Si vemos que los defensores solo tapan al jugador central, cambiaremos los puntos a la cantidad de pases realizados.;MANTENER;5x5 - 20x20;15;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/1APLcXuTyHDePdRveg2w8y0vD7vtcNvFN/view?usp=share_link
RONDO;CADETE , INFANTIL , ALEVIN;RONDOS 3 EQUIPOS;Trabajamos en dos espacios y 3 equipos. El equipo que roba en los dos espacios. Si una de las parejas que roban, consiguen robar y marcar gol, hay cambio de rol, pasaran a robar los que hayan perdido la posesión del balón.;;MANTENER;15x15;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16kmBvz9U9-0l29kVe93C_kiQFn0ivMsW/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN;RONDOS COMPETITIVOS POR EQUIPOS;Jugamos por equipos. 4 del equipo mantienen en la zona de los rondos y los demás se rotan para robar a los rivales. Si los que mantienen consiguen 10 pases pueden marcar gol en porterías pequeñas y habría cambio de los que defienden. Si los que defienden roban pueden marcar gol en porterías pequeñas, los que mantienen deberán evitarlo.;;PRESIÓN;10x10;15;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/19rjrKojagIWtpxY0wFuAjB_011Ak8bGS/view?usp=share_link
RONDO;SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN;RONDOS MÓVILES;Podemos jugar en 3 o 4 rondos. Habría que ajustar el número de jugadores para que siempre haya un rondo sin nadie robando. Podemos hacerlo por parejas o individual. El/ los que pierdan el balón en su rondo, tendrán que buscar el rondo libre para ir a robar allí. Incidir en la presión tras la perdida, que sea rápida.;;PRESIÓN;10x10;15;BALONES , CHINOS;https://drive.google.com/file/d/16zHCSvBIi3QeX0RpF4zlXvXz3zW9EZK6/view?usp=share_link
TÉCNICA COLECTIVA;INFANTIL , ALEVIN;CALENTAMIENTO 3 TAREAS;Nos dividimos en 3 zonas, en cada zona trabajaremos un objetivo diferente. Ataques en superioridad / rueda de pases + 1x1 / posesión. Cada serie rotamos a los equipos.;;MECANISMOS DE EJECUCIÓN;1/2 campo;12;BALONES , CHINOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/18ZSkhyEnH9nvtLrdkF2Ob9sPw857UMzt/view?usp=share_link
TÉCNICA COLECTIVA;INFANTIL , ALEVIN;CALENTAMIENTO POR ZONAS;Dividimos el trabajo en 3 zonas. En una de las esquinas jugamos un 2x2. En la otra una rueda de pases con finalización en portería pequeña. Y en la zona central una rueda de pases más amplia con finalización a portería grande.;;MECANISMOS DE EJECUCIÓN;1/2 campo;12;BALONES , CHINOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/18QT3k0GjPQk3Cws1BOGOTls-1VunV0Ja/view?usp=share_link
TÉCNICA COLECTIVA;ALEVIN , BENJAMIN , PREBENJAMIN;CONTROL + PASE;Jugamos 8 jugadores con 3 balones. 6 jugadores por fuera y 2 dentro. Los de dentro cuando reciben pase tiene que jugar con jugador libre y después para recibir otro balón, no pueden pedirlo al que se lo han pasado. Trabajo de orientación corporal, visión periférica y movilidad.;;CONTROL;30x30;10;BALONES , CHINOS;https://drive.google.com/file/d/196QS-b74-oKVJ8JMS4mR0SAkREEIhP3I/view?usp=share_link
TÉCNICA COLECTIVA;ALEVIN , BENJAMIN , PREBENJAMIN;CONTROL + PASE - DENTRO Y FUERA;Dividimos en dos grupos al equipo. Unos trabajan por fuera y otros por dentro. Realizamos diferentes acciones técnicas, pases, controles, paredes, golpeos de cabeza...;;PASE;20x30;10;BALONES , CHINOS;https://drive.google.com/file/d/193yuPuDJ17bAkwR86qm-GfJ3-9SS1F7b/view?usp=share_link
TÉCNICA COLECTIVA;ALEVIN , BENJAMIN , PREBENJAMIN , SALA;CUADRADO DE PASES;En el cuadrado marcado, realizamos diferentes trabajos de técnica. Pases con control orientado, separase del cono para recibir, acercarse para pared y crear línea de pase, pases en diagonal...;;PASE;10x10;12;BALONES , CHINOS;https://drive.google.com/file/d/195sDMsHHFr8WsqrI_UnYCnPtn6YH04It/view?usp=share_link
TÉCNICA COLECTIVA;ALEVIN , BENJAMIN;DEFENSA DE PAREDES;El jugador que defiende tendrá que intentar que no le superen con una pared. Les dejamos que lo hagan ellos, después les explicamos a que deben prestar atención para no ser superados. ¿si siguen balón, que pasa? ¿si siguen jugador, que pasa? Y que vean ellos de qué manera es más seguro defender esas acciones. A los atacantes, cuando les pillen la manera de defender, les dejaremos que el que hace la pared, decida si devuelve pared o continúa atacando él.;;DEFENSA DE PARED;15x10;12;BALONES , CHINOS , PETOS;https://drive.google.com/file/d/18xxc3BzNsk9pqQoE4npRcPA4LwqPCkGd/view?usp=share_link
TÉCNICA COLECTIVA;CADETE , INFANTIL , ALEVIN;GOLPEO EN LARGO;Trabajaremos el golpeo en largo. Con control de balón aéreo, pared y pase para volver a iniciar. Lo hacemos con 2 balones a la vez. Nos centramos en el jugador que golpea en largo. Posición de su cuerpo, donde pone el pie de apoyo, donde golpea el balón...;;PASE LARGO;40x50;12;BALONES , CHINOS;https://drive.google.com/file/d/17263GGf_PqrsZLaOnTdBpbb_Wu0ZcfZd/view?usp=share_link
TÉCNICA COLECTIVA;ALEVIN , BENJAMIN;INTERCEPTACIÓN EN TRIOS;Dos jugadores tendrán que intentar marcar gol en las porterías pequeñas y el defensor tendrá que evitarlo. Velocidad de desplazamiento y anticipación.;Los pases a porterías pequeñas serán aéreos para que el defensor los saque con la cabeza.;INTERCEPTACIÓN;20x10;12;BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/19kl16nDnRjnH2EEgkKZ5hWn8uDEeRz5b/view?usp=share_link
TÉCNICA COLECTIVA;CADETE , INFANTIL , ALEVIN , BENJAMIN;PAREDES 3 JUGADORES;Iniciamos con una pared con el jugador del medio y pase al lejano, este realizara otra pared con el jugador del medio, que habrá cambiado de sitio (crea nueva línea de pase). Cada jugador que está en medio tiene que realizar 2 paredes.;;PAREDES;10x10;10;BALONES , CHINOS;https://drive.google.com/file/d/16S-WfX99LmV0_shFuIsPwrwvvxEK5r_j/view?usp=share_link
TÉCNICA COLECTIVA;INFANTIL , ALEVIN;PASE + CONTROL - 2 PIERNAS;Iniciamos con 2 balones a la vez desde dos esquinas. Trabajo de pase y control orientado. Trabajo de uso de dos piernas. Haremos 3 series, la primera todo con la pierna derecha, la segunda con la izquierda (cambiaremos el sentido del balón) y la última con lo que mejor sea para jugar rápido.;;CONTROL ORIENTADO;20x20;12;BALONES , CHINOS;https://drive.google.com/file/d/18uO5y7asBh3xJX1AW8AhMPHnS2Oi1-Od/view?usp=share_link
TÉCNICA COLECTIVA;INFANTIL , ALEVIN;RUEDA PASES 8 POSTAS;Trabajo de paredes, controles, pases cortos y medios. Incidir en realizar las acciones técnicas de la manera correcta. En paredes acercarse para hacerla y alejarse para recibir, controles con una pierna y jugar rápido con la otra.;;PASE;30x30;12;BALONES , CHINOS;https://drive.google.com/file/d/17fL2pgdT6f6druKYc9Ut1lthyCYWqRTX/view?usp=share_link
TÉCNICA COLECTIVA;BENJAMIN , PREBENJAMIN , SALA;RUEDA PASES CALENTAMIENTO;Trabajamos el pase cruzado, con movimiento previo de desmarque antes de recibir, control orientado y pase rápido. El último jugador conduce entre conos y finaliza con pase de precisión antes de llegar a la zona marcada.;;PASE;15x5;12;BALONES , CHINOS , PORTERIA PEQUEÑA;https://drive.google.com/file/d/16tpbzxSXakOn2oOX9GEP_ihAgWUODdPO/view?usp=share_link
TÉCNICA COLECTIVA;CADETE , INFANTIL , ALEVIN;RUEDA PASES COMPETICIÓN;Jugamos por equipos. Tenemos que realizar la vuelta completa (el que inicia vuelve a estar en el principio) lo más rápido posible, pero ejecutar los controles y pases correctamente.;;PASE;15x15;12;BALONES , CHINOS;https://drive.google.com/file/d/17-7gf2hoydi2tQ8LEn-g2srRub7Z4Nui/view?usp=share_link
TÉCNICA COLECTIVA;CADETE , INFANTIL , ALEVIN;RUEDA PASES DEJAR DE CARA Y PAREDES;Realizamos la secuencia de pases (video) con pases dejando de cara al compañero y trabajando las paredes. Siempre antes de recibir, hay que moverse para recibir lejos del cono.;Hacerlo hacia el otro sentido para trabajar la otra pierna.;DEJAR DE CARA;20x20;12;BALONES , CHINOS;https://drive.google.com/file/d/19Tdl_BX81X41n8He0baqiawF4GiLvtt8/view?usp=share_link
TÉCNICA COLECTIVA;BENJAMIN , PREBENJAMIN , SALA;RUEDA PASES PAREDES;El jugador que está en medio tiene que realizar 3 paredes con los jugadores que están por fuera. Tiene que acercarse al jugador que tiene el balón para hacer la pared y buscar otro compañero. Los de fuera, para hacer la pared, se separan del jugador que la realiza.;;PAREDES;15x5;12;BALONES , CHINOS;https://drive.google.com/file/d/17lc2yzIE3TV-9_iQKQEDSohtfcVkEtfN/view?usp=share_link
TÉCNICA COLECTIVA;ALEVIN , BENJAMIN;RUEDA PASES TRIANGULACIONES;Rueda pases con triangulaciones en corto para jugar en largo.;;PASE;40x40;12;BALONES , CHINOS;https://drive.google.com/file/d/17s8lT_bvFW3CaS3l7Ar5ri4ptbOoouBj/view?usp=share_link
